Column,Index,Value
scheduled_end_date,184,27/09/2023 06:15:00
scheduled_end_date,185,27/09/2024 18:00:00
scheduled_end_date,186,27/11/2024 22:30:00
scheduled_end_date,187,28/01/2025 23:30:00
scheduled_end_date,188,28/03/2023 00:00:00
scheduled_end_date,189,28/03/2024 02:00:00
scheduled_end_date,190,28/09/2023 06:15:00
scheduled_end_date,191,29/01/2025 02:00:00
scheduled_end_date,192,29/02/2024 18:00:00
scheduled_end_date,193,29/03/2023 17:00:00
scheduled_end_date,194,29/05/2023 11:00:00
scheduled_end_date,195,29/06/2023 15:00:00
scheduled_end_date,196,29/06/2023 21:00:00
scheduled_end_date,197,29/09/2023 22:00:00
scheduled_end_date,198,29/10/2024 00:00:00
scheduled_end_date,199,29/11/2024 17:00:00
scheduled_end_date,200,30/01/2025 17:00:00
scheduled_end_date,201,30/01/2025 23:30:00
scheduled_end_date,202,30/03/2023 06:00:00
scheduled_end_date,203,30/05/2024 10:00:00
scheduled_end_date,204,30/05/2024 21:59:00
scheduled_end_date,205,30/07/2023 22:30:00
scheduled_end_date,206,30/10/2024 11:00:00
scheduled_end_date,207,30/10/2024 22:00:00
scheduled_end_date,208,30/12/2024 12:00:00
scheduled_end_date,209,31/01/2025 01:00:00
scheduled_end_date,210,31/05/2024 16:00:00
scheduled_end_date,211,31/07/2023 15:00:00
scheduled_end_date,212,31/07/2024 13:15:00
scheduled_end_date,213,31/07/2024 16:00:00
scheduled_end_date,214,31/10/2024 18:00:00
f01_chr_serviceid,0,ST.APP.02689
f01_chr_serviceid,1,ST.APP.01889
f01_chr_serviceid,2,ST.NUS.BSNUS
f01_chr_serviceid,3,ST.APP.02514
f01_chr_serviceid,4,ST.NUS.BSITU
f01_chr_serviceid,5,ST.LLT.LT2
f01_chr_serviceid,6,ST.APP.01276
f01_chr_serviceid,7,CP.APP.01370.06
f01_chr_serviceid,8,ST.APP.00387
f01_chr_serviceid,9,CP.APP.01398.05
f01_chr_serviceid,10,ST.APP.01668
f01_chr_serviceid,11,ST.APP.03174
f01_chr_serviceid,12,ST.APP.03195
f01_chr_serviceid,13,ST.NUS.BSN3S
f01_chr_serviceid,14,CP.APP.00021.01
f01_chr_serviceid,15,CP.APP.01276.01
f01_chr_serviceid,16,CP.APP.02678.01
f01_chr_serviceid,17,ST.APP.00170
f01_chr_serviceid,18,ST.APP.00192
f01_chr_serviceid,19,ST.APP.03919
f01_chr_serviceid,20,ST.LLT.ETC
f01_chr_serviceid,21,ST.NUS.BSVPN
f01_chr_serviceid,22,CP.APP.01276.04
f01_chr_serviceid,23,ST.APP.00323
f01_chr_serviceid,24,ST.APP.00706
f01_chr_serviceid,25,ST.APP.00857
f01_chr_serviceid,26,ST.APP.00918
f01_chr_serviceid,27,ST.APP.01160
f01_chr_serviceid,28,ST.APP.02982
f01_chr_serviceid,29,ST.APP.03022
f01_chr_serviceid,30,ST.APP.03421
f01_chr_serviceid,31,ST.APP.03903
f01_chr_serviceid,32,ST.NUS.BS3EM
f01_chr_serviceid,33,ST.NUS.BSSLT
f01_chr_serviceid,34,ST.NUS.BSSTI
f01_chr_serviceid,35,CP.APP.00196.06
f01_chr_serviceid,36,CP.APP.00440.02
f01_chr_serviceid,37,CP.APP.01889.26
f01_chr_serviceid,38,CP.APP.02500.01
f01_chr_serviceid,39,CP.APP.02680.05
f01_chr_serviceid,40,CP.APP.02700.01
f01_chr_serviceid,41,CP.APP.03277.02
f01_chr_serviceid,42,ST.APP.00206
f01_chr_serviceid,43,ST.APP.00432
f01_chr_serviceid,44,ST.APP.00913
f01_chr_serviceid,45,ST.APP.01038
f01_chr_serviceid,46,ST.APP.01102
f01_chr_serviceid,47,ST.APP.01213
f01_chr_serviceid,48,ST.APP.01235
f01_chr_serviceid,49,ST.APP.01281
f01_chr_serviceid,50,ST.APP.01504
f01_chr_serviceid,51,ST.APP.01555
f01_chr_serviceid,52,ST.APP.01783
f01_chr_serviceid,53,ST.APP.02500
f01_chr_serviceid,54,ST.APP.02516
f01_chr_serviceid,55,ST.APP.02801
f01_chr_serviceid,56,ST.APP.02962
f01_chr_serviceid,57,ST.APP.03208
f01_chr_serviceid,58,ST.APP.03217
f01_chr_serviceid,59,ST.APP.03281
f01_chr_serviceid,60,ST.APP.90301
f01_chr_serviceid,61,ST.NUS.BSPUB
f01_chr_serviceid,62,CP.APP.00192.12
f01_chr_serviceid,63,CP.APP.00819.01
f01_chr_serviceid,64,CP.APP.01038.03
f01_chr_serviceid,65,CP.APP.01371.07
f01_chr_serviceid,66,CP.APP.01371.10
f01_chr_serviceid,67,CP.APP.01682.01
f01_chr_serviceid,68,CP.APP.01889.23
f01_chr_serviceid,69,CP.APP.02559.01
f01_chr_serviceid,70,CP.APP.02580.01
f01_chr_serviceid,71,CP.APP.02980.02
f01_chr_serviceid,72,CP.APP.03981.04
f01_chr_serviceid,73,ST.APP.00073
f01_chr_serviceid,74,ST.APP.00161
f01_chr_serviceid,75,ST.APP.00196
f01_chr_serviceid,76,ST.APP.00252
f01_chr_serviceid,77,ST.APP.00265
f01_chr_serviceid,78,ST.APP.00446
f01_chr_serviceid,79,ST.APP.00487
f01_chr_serviceid,80,ST.APP.00625
f01_chr_serviceid,81,ST.APP.00648
f01_chr_serviceid,82,ST.APP.00783
f01_chr_serviceid,83,ST.APP.00829
f01_chr_serviceid,84,ST.APP.00988
f01_chr_serviceid,85,ST.APP.01148
f01_chr_serviceid,86,ST.APP.01245
f01_chr_serviceid,87,ST.APP.01627
f01_chr_serviceid,88,ST.APP.01653
f01_chr_serviceid,89,ST.APP.01655
f01_chr_serviceid,90,ST.APP.01671
f01_chr_serviceid,91,ST.APP.01876
f01_chr_serviceid,92,ST.APP.01936
f01_chr_serviceid,93,ST.APP.02050
f01_chr_serviceid,94,ST.APP.02506
f01_chr_serviceid,95,ST.APP.02529
f01_chr_serviceid,96,ST.APP.02535
f01_chr_serviceid,97,ST.APP.02580
f01_chr_serviceid,98,ST.APP.02647
f01_chr_serviceid,99,ST.APP.02670
f01_chr_serviceid,100,ST.APP.02703
f01_chr_serviceid,101,ST.APP.02945
f01_chr_serviceid,102,ST.APP.02968
f01_chr_serviceid,103,ST.APP.03420
f01_chr_serviceid,104,ST.APP.03534
f01_chr_serviceid,105,ST.APP.03653
f01_chr_serviceid,106,ST.NUS.BSSAN
serviceci,0,EJCAT - DOCUMENTS I ESQUEMES DE TRAMITACIO D'EJCAT (CDEE)
serviceci,1,ECAP - SISTEMA ASSISTENCIAL ATENCIO PRIMARIA
serviceci,2,BSNUS - ACCES AL NUS
serviceci,3,BSITU - INTERNET D'USUARIS
serviceci,4,EFICIENCIA ENERGETICA
serviceci,5,"SUPORT PRESENCIAL, PROVISIO, PLATAFORMA I IMPRESSIO"
serviceci,6,ARGOS SAP ASSISTENCIAL
serviceci,7,EJCAT-SUP-GDO (GESTIO DE DOCUMENTS)
serviceci,8,GECO+: GESTOR CONTINGUTS I PORTALS
serviceci,9,BSN3S - N3 SEUS
serviceci,10,GEEC 2.0
serviceci,11,SIMDCAT
serviceci,12,SISTEMA D'INTERMEDIACIO DE LES COMUNITATS AUTONOMES (SICAS)
serviceci,13,TEMIS2 - GENERAL
serviceci,14,ARGOS SAP ASSISTENCIAL - HIS
serviceci,15,BSVPN - VPN USUARIS GENERALITAT
serviceci,16,E-RVC: REGISTRE VITIVINICOLA DE CATALUNYA - TRANSFORMACIO
serviceci,17,ESFERA
serviceci,18,ESPAI DE TREBALL I COL·LABORACIO
serviceci,19,FRAMEWORK SIC
serviceci,20,SIC - SISTEMA D'INFORMACIO DE CONSUM
serviceci,21,SOSTIC
serviceci,22,ACCES A FUNCIONS I DADES
serviceci,23,ARGOS SAP ASSISTENCIAL - ETC
serviceci,24,ATRI - PORTAL DE L'EMPLEAT DE LA GENERALITAT DE CATALUNYA
serviceci,25,BS3EM - TERCERES EMPRESES
serviceci,26,BSSLT - SERVEIS PER LLDT
serviceci,27,BSSTI - SERVEIS PER TI
serviceci,28,CONTA - COMUNICACIONS D'ACCIDENTS DE TREBALL
serviceci,29,ELECTIA - REGISTRE D'ACTES ELECTORALS
serviceci,30,HISTORIA CLINICA COMPARTIDA - LA MEVA SALUT
serviceci,31,OPENSHIFT CPD3
serviceci,32,PLATAFORMA DE SERVEIS DE CONTRACTACIO PUBLICA
serviceci,33,PORTAL DEL TREBALLADOR
serviceci,34,SISTEMA VALISA VIRTUAL DE TSF
serviceci,35,ACA CC
serviceci,36,BASE DE DADES DE LA SEU ELECTRONICA DE LA GENERALITAT
serviceci,37,BASE DE DADES DE LA SEU ELECTRONICA DE LA GENERALITAT: BACK-OFFICE
serviceci,38,BSPUB - PUBLICACIO DOMINIS
serviceci,39,CATJOC
serviceci,40,DOSSIERS DE PREMSA
serviceci,41,DUNWEB: SISTEMA INTEGRAL DE GESTIO I PRESENTACIO DECLARACIONS
serviceci,42,ECAP - ADM OPERADOR
serviceci,43,EJCAT-SUP-STD (SERVEI DE TRANSFORMACIO DE DOCUMENTS)
serviceci,44,GABJUR - GESTIO INTEGRAL DEL GABINET JURIDIC
serviceci,45,GAUDI - GESTIO DE TRIBUTS
serviceci,46,GESCON - GESTIO D'ACTES DE CONCILIACIONS
serviceci,47,GICAR: AUTENTICACIO TRANSFORMAT
serviceci,48,GSIT: CITA PREVIA
serviceci,49,GSIT: TRAMITAR EN LINIA
serviceci,50,GTR: GESTIO TELEMATICA RAMADERA
serviceci,51,INT.DPARC (VISOR GIS)
serviceci,52,INT.ERP (PERSONAL I INTEGRACIONS)
serviceci,53,INVENTARI PUBLIC
serviceci,54,ISISSCAT: PLATAFORMA INTEROPERABILITAT
serviceci,55,OPENSHIFT CPD4
serviceci,56,PLATAFORMA DE SERVEIS DE GESTIO DOCUMENTAL
serviceci,57,RPUC - REGISTRE DE PLANEJAMENT URBANISTIC DE CATALUNYA
serviceci,58,SI AVA: AVALUACIO D'ALUMNES
serviceci,59,SI SAGA: SISTEMA D'ADMINISTRACIO I GESTIO ACADEMICA DELS CENTRES DOCENTS PUBLICS
serviceci,60,SIIP: SISTEMA D'INFORMACIO D'INICIATIVES PARLAMENTARIES
serviceci,61,SILICON - FARMACIA HOSPITALARIA
serviceci,62,ACA: ARXIU CENTRAL ADMINISTRATIUS
serviceci,63,ACCESNET - APLICACIO PRINCIPAL
serviceci,64,APLICACIO NUCLI - FIREWALLS CPD NODGP
serviceci,65,ARQUITECTURA SERVEIS WEB
serviceci,66,BO SALUT
serviceci,67,BSSAN - ANELLA SANITARIA
serviceci,68,CLASSIFICACIO D'EMPRESES - FUNCIONS COMUNES
serviceci,69,CON: GESTIO INTEGRADA CONTROLS
serviceci,70,DENUNCIES INTERNET
serviceci,71,ECAP - ADMINISTRATIU - SIAP
serviceci,72,EJCAT-INT-POR (PORTAL)
serviceci,73,EJCAT-SUP-GUS (GESTIO D’USUARIS)
serviceci,74,"GEFACT - PLATAFORMA PER A LA RECEPCIO, CUSTODIA I REDISTRIBUCIO DE FACTURES ELECTRONIQUES"
serviceci,75,GESTIO DE CERTIFICATS DE CATALA
serviceci,76,GESTIO DE L'ORIENTACIO DELS DEMANDANTS (GALILEO)
serviceci,77,GICAR
serviceci,78,GSIT: CANAL EMPRESA
serviceci,79,HES - MPI
serviceci,80,HISTORIA CLINICA COMPARTIDA
serviceci,81,ICAM - GEA - GESTIO D'EXPEDIENTS
serviceci,82,ICAM - SIGIT - GESTIO DE LA INCAPACITAT TEMPORAL
serviceci,83,MODUL: MASTER CLOUD SIC 3.0
serviceci,84,MONITORATGE (BSM)
serviceci,85,NPAC
serviceci,86,NPAC: RECOLLIDA I CONSOLIDACIO DE LES DECLARACIONS DE LA POLITICA AGRARIA COMUNITARIA - PAC
serviceci,87,PARLA.CAT
serviceci,88,PLATAFORMA CORPORATIVA D'INTRANETS: MODUL SUPORT A INFRAESTRUCTURA
serviceci,89,PORTAL DE LES TIC DE LA GENERALITAT DE CATALUNYA
serviceci,90,PORTASIGNATURES PER A LES AUTORITZACIONS INICIALS DE TREBALL (CDS)
serviceci,91,PUBLICACIO DE DADES ELECTORALS
serviceci,92,SARCAT : APLICACIO WEB  DE REGISTRE
serviceci,93,SFTP CPD2
serviceci,94,SI DE GESTIO D'IMATGES I D'OBJECTES DE TSF
serviceci,95,SI GEDAC: GESTIO DE L'ESCOLARITZACIO DELS ALUMNES DE CATALUNYA (GEDAC)
serviceci,96,SI IOC: GESTIO ACADEMICA I ADMINISTRATIVA DE L'INSTITUT OBERT DE CATALUNYA
serviceci,97,SIFECAT 1420
serviceci,98,SIGESCAT3 - SISTEMA D'INFORMACIO GEOGRAFICA D'EMERGENCIES I SEGURETAT DE CATALUNYA
serviceci,99,SISTEMA D'ADMINISTRACIO I GESTIO ACADEMICA (SAGA)
serviceci,100,SISTEMA DE GESTIO DE PERSONES GENI (SI GENI)
serviceci,101,SISTEMA INFORMACIO GEOGRAFICA CORPORATIU
serviceci,102,TEI - TRAMITADOR D'EXPEDIENTS INTERDEPARTAMENTAL I ENTORN D'ADMINISTRACIO
serviceci,103,TESEO
serviceci,104,TRAMITADOR GENERIC : WEB
serviceci,105,VOLUNTARIAT PER LA LLENGUA
serviceci,106,WEB DEL GOVERN I PRESIDENT
ASORG,0,CPD4
ASORG,1,GESNUS
ASORG,2,AM16_23
ASORG,3,AM06_23
ASORG,4,CPD2
ASORG,5,GESNUS-N3SEUS
ASORG,6,CPD3
ASORG,7,AM07_23
ASORG,8,AM12_23
ASORG,9,AM20_23
ASORG,10,LT2C
ASORG,11,AM15_23
ASORG,12,AM22_23
ASORG,13,AM08_23
ASORG,14,AM11_23
ASORG,15,AM17_23
ASORG,16,CPD1
ASORG,17,AM10_23
ASORG,18,ESB2
ASORG,19,AM03_23
ASORG,20,AM13_23
ASORG,21,AM14_23
ASORG,22,AM21_23
ASORG,23,CPD-NUCLI-LOT2
ASORG,24,PLC1
ASORG,25,X21
ASORG,26,AM05_23
ASORG,27,AM16_19
ASORG,28,AM02_23
ASORG,29,AM13_19
ASORG,30,AM18_23
ASORG,31,X38
ASORG,32,AM01_19
ASORG,33,AM01_23
ASORG,34,AM07_19
ASORG,35,AM15_19
ASORG,36,AM20_19
ASORG,37,AM23_23
ASORG,38,ESB4
ASORG,39,LT2B
ASORG,40,X01
ASGRP,0,CPD4-N2-CANVIS
ASGRP,1,GESNUS-N2-NUS
ASGRP,2,AM16_23-N2-CANVIS
ASGRP,3,AM06_23-N2-CANVIS
ASGRP,4,CPD2-N2-CANVIS
ASGRP,5,CPD3-N2-CANVIS
ASGRP,6,AM07_23-N2-CANVIS
ASGRP,7,AM12_23-N2-CANVIS
ASGRP,8,AM20_23-N2-CANVIS
ASGRP,9,LT2C-N3-CHGOFFICE
ASGRP,10,AM15_23-N2-CANVIS
ASGRP,11,AM22_23-N2-CANVIS
ASGRP,12,GESNUS-N3-N3SEUS
ASGRP,13,AM08_23-N2-CANVIS
ASGRP,14,AM11_23-N2-CANVIS
ASGRP,15,AM17_23-N2-CANVIS
ASGRP,16,AM10_23-N2-CANVIS
ASGRP,17,CPD1-N2-CANVIS
ASGRP,18,CPD4-N3-CHGOFFICE
ASGRP,19,GESNUS-N2-N3SEUS
ASGRP,20,AM03_23-N2-CANVIS
ASGRP,21,AM13_23-N2-CANVIS
ASGRP,22,AM14_23-N2-CANVIS
ASGRP,23,AM21_23-N2-CANVIS
ASGRP,24,ESB2-N2-CANVIS
ASGRP,25,PLC1-N2-CANVIS
ASGRP,26,X21_SOSTIC_SIRT-N2
ASGRP,27,AM05_23-N2-CANVIS
ASGRP,28,AM02_23-N2-CANVIS
ASGRP,29,AM13_19-N2
ASGRP,30,AM16_19-N3-ARP
ASGRP,31,AM18_23-N2-CANVIS
ASGRP,32,NUCLI2-N3-COMM
ASGRP,33,NUCLI2-N3-INFRAESTRUCTURES
ASGRP,34,X38_ARCGIS_NEXUS-N2
ASGRP,35,AM01_19-N3-DESPL-EJCAT
ASGRP,36,AM01_23-N2-CANVIS
ASGRP,37,AM07_19-N2
ASGRP,38,AM15_19-N2
ASGRP,39,AM16_19-N3-CLT
ASGRP,40,AM20_19-N2
ASGRP,41,AM23_23-N2-CANVIS
ASGRP,42,CPD1-N2
ASGRP,43,CPD2-N3-GESTIO_CONFIG
ASGRP,44,CPD2-N3-NC
ASGRP,45,ESB2-N4-CHGOFFICE
ASGRP,46,ESB4-N2-CANVIS
ASGRP,47,LT2B-N4-ESCRIPTORI VIRTUAL
ASGRP,48,X01_BSM_HP-N2
categorization_tier_1,0,DESPLEGAMENT
categorization_tier_1,1,INFRAESTRUCTURA
categorization_tier_1,2,INFRAESTRUCTURA MULTIAMBIT
categorization_tier_1,3,SEGURETAT
categorization_tier_2,0,ON PREMISE
categorization_tier_2,1,CODI
categorization_tier_2,2,COMUNICACIONS
categorization_tier_2,3,CODI - SCRIPT
categorization_tier_2,4,SCRIPT
categorization_tier_2,5,CLOUD PRIVAT
categorization_tier_2,6,LLOC DE TREBALL
categorization_tier_2,7,CLOUD PUBLIC
categorization_tier_2,8,POLITIQUES
categorization_tier_2,9,PROGRAMARI
categorization_tier_2,10,SCRIPT - MODIFICACIO ESQUEMA BASE DE DADES
categorization_tier_2,11,SCRIPT - CONSULTA
categorization_tier_2,12,CONTINGUT
categorization_tier_2,13,SCRIPT - MODIFICACIO MASSIVA DE DADES
categorization_tier_2,14,MAQUINARI
categorization_tier_3,0,CORRECTIU
categorization_tier_3,1,CONTINUITAT
categorization_tier_3,2,EVOLUTIU
categorization_tier_3,3,PREVENTIU
categorization_tier_3,4,VERSIO
categorization_tier_3,5,OBSOLESCENCIA
categorization_tier_3,6,ADAPTATIU
categorization_tier_3,7,PEGATS
product_cat_tier_1,0,APLICACIONS
product_cat_tier_1,1,NUS
product_cat_tier_1,2,LLOC DE TREBALL
product_cat_tier_2,0,INTERNET D'USUARIS
product_cat_tier_2,1,AM16-CPD2
product_cat_tier_2,2,AM20-CPD4
product_cat_tier_2,3,AM19_19-CPD4
product_cat_tier_2,4,AM13-CPD2
product_cat_tier_2,5,AM06-CPD1
product_cat_tier_2,6,"SUPORT PRESENCIAL, PROVISIO, PLATAFORMA I IMPRESSIO"
product_cat_tier_2,7,AM01-CPD4
product_cat_tier_2,8,AM07-CPD4
product_cat_tier_2,9,AM15-CPD4
product_cat_tier_2,10,AM01-CPD4-CLOUD
product_cat_tier_2,11,AM11-CPD1
product_cat_tier_2,12,AM08-CPD2
product_cat_tier_2,13,AM03-CPD3
product_cat_tier_2,14,AM06-CPD2
product_cat_tier_2,15,AM12-CPD2
product_cat_tier_2,16,AM20_19-CPD4
product_cat_tier_2,17,AM21-NUCLI2
product_cat_tier_2,18,N3 SEUS
product_cat_tier_2,19,X09-CPD4
product_cat_tier_2,20,AM02-NUCLI2
product_cat_tier_2,21,AM03-CPD4
product_cat_tier_2,22,AM10-CPD1
product_cat_tier_2,23,AM14-CPD2
product_cat_tier_2,24,AM16_19-CPD2
product_cat_tier_2,25,AM17_19-CPD2-CLOUD
product_cat_tier_2,26,AM19-CPD4
product_cat_tier_2,27,AM22-CPD1
product_cat_tier_2,28,CPD4
product_cat_tier_2,29,ESPAI DE TREBALL
product_cat_tier_2,30,TERCERES EMPRESES
product_cat_tier_2,31,VPN USUARIS GENERALITAT
product_cat_tier_2,32,X35-CPD2-CLOUD
product_cat_tier_2,33,AM05-CPD2
product_cat_tier_2,34,AM13-CPD2-CLOUD
product_cat_tier_2,35,AM23-CPD4
product_cat_tier_2,36,CPD2
product_cat_tier_2,37,CPD3
product_cat_tier_2,38,SERVEIS PER LLDT
product_cat_tier_2,39,AM03-CPD1
product_cat_tier_2,40,AM03-CPD2
product_cat_tier_2,41,AM08-CPD1
product_cat_tier_2,42,AM13_19-CPD2
product_cat_tier_2,43,AM15_19-CPD2
product_cat_tier_2,44,AM18-CPD4
product_cat_tier_2,45,CPD1
product_cat_tier_2,46,PUBLICACIO DOMINIS
product_cat_tier_2,47,SERVEIS PER TI
product_cat_tier_2,48,AM01_19-CPD4
product_cat_tier_2,49,AM04-CPD2
product_cat_tier_2,50,AM04-NUCLI2
product_cat_tier_2,51,AM06-CPD2-CLOUD
product_cat_tier_2,52,AM07-CPD1
product_cat_tier_2,53,AM07_19-CPD3
product_cat_tier_2,54,AM10-CPD3
product_cat_tier_2,55,AM10_19-CPD2
product_cat_tier_2,56,AM15-CPD4-CLOUD
product_cat_tier_2,57,AM15_19-CPD4
product_cat_tier_2,58,AM16-CPD3
product_cat_tier_2,59,AM16-CPD4
product_cat_tier_2,60,AM16_19-CPD3
product_cat_tier_2,61,AM17-CPD2
product_cat_tier_2,62,AM17-CPD2-CLOUD
product_cat_tier_2,63,AM17-CPD3-CLOUD
product_cat_tier_2,64,AM20-CPD4-CLOUD
product_cat_tier_2,65,AM22-CLOUD
product_cat_tier_2,66,ANELLA SANITARIA
product_cat_tier_2,67,NUCLI2
product_cat_tier_3,0,-
product_cat_tier_3,1,ICS_ARGOS
product_cat_tier_3,2,ARP_ATIC
product_cat_tier_3,3,SOC
product_cat_tier_3,4,TSF_CONTA
product_cat_tier_3,5,TSF_GPS18
product_cat_tier_3,6,ACA-CC-MNT
product_cat_tier_3,7,COL·LABORACIO
product_cat_tier_3,8,TES_URBANISME
product_cat_tier_3,9,ARP_MSACCES
product_cat_tier_3,10,CORREU
product_cat_tier_3,11,SLT_OFICINA_TESEO
product_cat_tier_3,12,TES_ORG_TIC
product_cat_tier_3,13,TSF_GPS1
change_request_status,0,11
change_request_status,1,12
change_request_status,2,10
change_request_status,3,9
change_request_status,4,6
change_request_status,5,4
f01_chr_tipoafectacion,0,SENSE TALL DE SERVEI
f01_chr_tipoafectacion,1,TALL DE SERVEI
f01_chr_tipoafectacion,2,DEGRADACIO
Priority,0,P3
Priority,1,P1
